t,clean,contaminated,additive_observation,clean_linear_1,additive_linear_1,clean_robust_1,additive_robust_1,masked_observation,masked_linear_1,masked_robust_1
0.925925925926,-0.420198542649,0,0.204222038199,-0.0845042441874,-0.0430891182061,-0.085632315924,-0.0950408165805,0.204222038199,-0.023768881957,-0.0869997858047
0.926926926927,-0.427128662643,1,-0.206970973635,-0.0843470688027,-0.0445208282376,-0.0854991770862,-0.0958547297218,0.220157689008,-0.02510575578,-0.0877975208284
0.927927927928,-0.43458573656,1,-2.45493099613,-0.0841390374508,-0.0459209513514,-0.0853151907496,-0.0966386626481,-2.02034525957,-0.026452802347,-0.0886159971794
0.928928928929,-0.44125799189,0,0.206265842739,-0.0838794000886,-0.0470735601865,-0.0850796027104,-0.0972366769575,0.206265842739,-0.0275948101705,-0.0892606860365
0.92992992993,-0.44571821956,0,0.645753865332,-0.0835674839877,-0.0482339368389,-0.0847917289876,-0.0978526674995,0.645753865332,-0.0287453391457,-0.0899241733857
0.930930930931,-0.445976060156,0,-0.064841964838,-0.0832028314343,-0.0494440968883,-0.0844510991105,-0.0985334597947,-0.064841964838,-0.0299464025483,-0.0906533295046
0.931931931932,-0.440663426428,0,-0.657225542764,-0.0827853912789,-0.0506357808328,-0.084057644698,-0.0992004755293,-0.657225542764,-0.0311297408764,-0.0913694743977
0.932932932933,-0.42707604024,0,-0.483057121238,-0.0823156504353,-0.0517520666296,-0.0836118240728,-0.0997860238711,-0.483057121238,-0.0322384320874,-0.0920050696819
0.933933933934,-0.405275668661,0,0.259754510297,-0.0817948933187,-0.0528096658399,-0.0831148795406,-0.100309126126,0.259754510297,-0.0332891996494,-0.0925790839199
0.934934934935,-0.380024142507,0,-0.896650596779,-0.0812251955694,-0.0538799015144,-0.0825688304131,-0.100856167307,-0.896650596779,-0.0343533785205,-0.0931778643802
0.935935935936,-0.35206763466,1,-3.56061985695,-0.0806089664665,-0.0548518161003,-0.0819760337458,-0.101297737269,-3.20855222229,-0.035320011148,-0.0936722463263
0.936936936937,-0.327038358798,0,-0.397306691623,-0.0799488768357,-0.0554698891209,-0.081339133105,-0.101544595955,-0.397306691623,-0.0359673752774,-0.0939746989075
0.937937937938,-0.305021388961,0,0.243992746335,-0.0792473181066,-0.0560379971333,-0.08066049235,-0.101739174124,0.243992746335,-0.036565554551,-0.0942257621855
0.938938938939,-0.290086789941,0,0.435977138619,-0.0785063936629,-0.0566179510161,-0.0799421790002,-0.101956554968,0.435977138619,-0.0371763651549,-0.0945004810883
0.93993993994,-0.282054158764,0,0.151039827126,-0.0777275273725,-0.0572282865204,-0.0791855851477,-0.10221800431,0.151039827126,-0.03781834284,-0.0948201397274
0.940940940941,-0.2784890783,0,-0.348092791274,-0.076911479973,-0.0578416626293,-0.0783914853711,-0.102491750209,-0.348092791274,-0.0384641465895,-0.0951529302132
0.941941941942,-0.279380926338,0,-0.143265288206,-0.0760585817873,-0.0584102571311,-0.0775602009533,-0.102719396437,-0.143265288206,-0.0390659541917,-0.0954404921869
0.942942942943,-0.280136545764,0,-0.36542755541,-0.0751687327043,-0.0589536917041,-0.0766916166307,-0.102924895021,-0.36542755541,-0.039643371964,-0.0957067394124
0.943943943944,-0.279658302061,0,0.267975043972,-0.074241841712,-0.0594506364922,-0.0757856250299,-0.103082243405,0.267975043972,-0.0401750546895,-0.0959256938923
0.944944944945,-0.275439680236,0,-0.440080757551,-0.073277931234,-0.0599619876322,-0.0748421763892,-0.103265441513,-0.440080757551,-0.0407218985049,-0.0961713419599
0.945945945946,-0.266179462588,0,-0.619430960877,-0.072277377143,-0.0604197266592,-0.0738616383579,-0.103391970926,-0.619430960877,-0.0412159179484,-0.0963612151387
0.946946946947,-0.249273916311,0,0.499887455738,-0.0712410336092,-0.0608064483893,-0.0728448897541,-0.103441773809,0.499887455738,-0.041639777226,-0.0964754324889
0.947947947948,-0.225938185893,0,-0.472095168927,-0.0701704841377,-0.0612294929008,-0.0717935162776,-0.103542313186,-0.472095168927,-0.0421008528035,-0.0966413545043
0.948948948949,-0.196844783807,0,-0.289342674467,-0.0690679265784,-0.0615949673866,-0.0707097153651,-0.103581954813,-0.289342674467,-0.0425052315918,-0.0967474332777
0.94994994995,-0.162819516934,0,-1.24310222442,-0.0679361100879,-0.0619198489331,-0.069596188018,-0.103581428094,-1.24310222442,-0.0428698485626,-0.0968142909118
0.950950950951,-0.126664963413,0,0.0410379718946,-0.066778257364,-0.0621128739673,-0.068456265716,-0.103445766387,0.0410379718946,-0.043103439919,-0.096747348322
0.951951951952,-0.0899974250419,0,0.0964674870847,-0.0655977966213,-0.0622976050613,-0.0672934380687,-0.103309219133,0.0964674870847,-0.0433295898415,-0.0966804217416
0.952952952953,-0.0563407791326,0,-0.611128327416,-0.0643982067601,-0.0624791383578,-0.0661112488698,-0.103178133213,-0.611128327416,-0.0435534421378,-0.0966198798981
0.953953953954,-0.0230504995672,0,0.779960787693,-0.0631826792316,-0.062589741848,-0.0649128586216,-0.102970674139,0.779960787693,-0.0437073605592,-0.0964840088559
0.954954954955,0.00576762710242,0,-0.116328759461,-0.0619543719274,-0.0627633824351,-0.0637015580483,-0.102841240371,-0.116328759461,-0.0439253786611,-0.0964272156116
0.955955955956,0.0316614560512,1,6.79735845277,-0.0607160151993,-0.0629139697344,-0.0624801375077,-0.102692415602,6.76569699672,-0.0441214246162,-0.0963520112645
0.956956956957,0.0525836108434,0,-0.70545417381,-0.059470060937,-0.0637052062165,-0.0612510804147,-0.102703950451,-0.70545417381,-0.0449561614197,-0.096438719432
0.957957957958,0.0686545071262,0,-0.454675207474,-0.0582184867724,-0.0644168841891,-0.0600163126137,-0.102629310207,-0.454675207474,-0.0457124354443,-0.096440388221
0.958958958959,0.0810614476609,0,0.2682614821,-0.056962808115,-0.0650731166323,-0.0587774529369,-0.102495924765,0.2682614821,-0.0464143742597,-0.0963843809834
0.95995995996,0.0877021280445,0,-0.887882666203,-0.0557041918236,-0.0657434144381,-0.0575356887442,-0.102388265689,-0.887882666203,-0.0471315297872,-0.0963551331117
0.960960960961,0.0917318958949,0,0.479072025091,-0.0544432533654,-0.0663170656553,-0.0562916014667,-0.102176523316,0.479072025091,-0.0477532311056,-0.0962231218166
0.961961961962,0.0928159761774,0,0.110196568214,-0.0531803585387,-0.0669253924982,-0.0550455070677,-0.102013925562,0.110196568214,-0.048410800429,-0.0961413580423
0.962962962963,0.094858449548,0,-0.429618454299,-0.0519155899513,-0.0675327604755,-0.0537975603777,-0.101858969521,-0.429618454299,-0.0490686032662,-0.0960683201649
0.963963963964,0.0956682852178,0,-0.879251754908,-0.0506491201396,-0.0680871785501,-0.0525479397594,-0.101648025954,-0.879251754908,-0.04967464858,-0.0959404574774
0.964964964965,0.0944136789182,0,-0.422679762294,-0.0493810002853,-0.0685454296077,-0.0512966158041,-0.10133322449,-0.422679762294,-0.0501857192562,-0.0957100963234
0.965965965966,0.0897012644264,0,-0.417704405635,-0.0481110801437,-0.0689513842389,-0.0500434370453,-0.100963083024,-0.417704405635,-0.0506456858853,-0.0954255990388
0.966966966967,0.0799630805801,0,-0.00121965928947,-0.0468388740284,-0.0693056570337,-0.0487879560317,-0.100538252905,-0.00121965928947,-0.0510552083975,-0.095087664875
